num__temp_C,num__slp_hPa,dt__dt__hour,dt__dt__is_weekend
1.264685084743718,-0.0847545445267553,1.6580808169209404,-0.6210507272009076
1.3941933688289798,-0.6211202021946658,-1.4815281452552949,-0.6210507272009076
1.3078545127721388,-0.558752102465839,-1.3388186469745569,-0.6210507272009076
1.2107232997081925,-0.5712257224116043,-1.196109148693819,-0.6210507272009076
1.1891385856939822,-0.6086465822489003,-1.053399650413081,-0.6210507272009076
1.0596303016087203,-0.6335938221404311,-0.910690152132343,-0.6210507272009076
0.9301220175234588,-0.6335938221404311,-0.767980653851605,-0.6210507272009076
0.9517067315376688,-0.5836993423573696,-0.625271155570867,-0.6210507272009076
1.6855870080208188,-0.3591741833335932,1.3726618203594645,-0.6210507272009076
1.545286366928452,-0.2843324636590011,1.5153713186402025,-0.6210507272009076
1.329439226786349,-0.2344379838759396,1.6580808169209404,-0.6210507272009076
1.1351768006584564,-0.2219643639301743,-1.6242376435360328,-0.6210507272009076
1.027253230587405,-0.1845435040928782,-1.4815281452552949,-0.6210507272009076
0.7574443054097764,-0.1471226442555821,-1.3388186469745569,-0.6210507272009076
0.5739742362889888,-0.1221754043640514,-1.196109148693819,-0.6210507272009076
0.7034825203742506,-0.1097017844182861,-1.053399650413081,-0.6210507272009076
0.8437831614666175,-0.0972281644725207,-0.910690152132343,-0.6210507272009076
0.7034825203742506,-0.0598073046352246,-0.767980653851605,-0.6210507272009076
0.8977449465021432,0.1023497546597249,-0.482561657290129,-0.6210507272009076
1.1567615146726666,0.1148233746054903,-0.3398521590093911,-0.6210507272009076
1.6640022940066086,0.139770614497021,-0.0544331624479151,-0.6210507272009076
1.998565361226868,0.139770614497021,0.0882763358328227,-0.6210507272009076
2.300751357425812,0.0898761347139596,0.2309858341135607,-0.6210507272009076
2.4086749274968637,0.0649288948224289,0.3736953323942987,-0.6210507272009076
2.5489755685892304,0.0150344150393674,0.5164048306750366,-0.6210507272009076
2.602937353624756,-0.0348600647436939,0.6591143289557746,-0.6210507272009076
2.6245220676389662,-0.0473336846894593,0.8018238272365126,-0.6210507272009076
2.50580614056081,-0.0847545445267553,1.0872428237979883,-0.6210507272009076
2.3223360714400223,-0.0473336846894593,1.2299523220787263,-0.6210507272009076
1.8798494341487115,0.0025607950936021,1.3726618203594645,-0.6210507272009076
