,target
5808,22.42686873
5809,22.72797402
5810,24.72869058
5811,19.47229588
5812,20.34846265
5813,21.8962259
5814,20.06243189
5815,28.95550005
5816,25.97035681
5817,28.79645625
5818,30.03644929
5819,26.02628011
5820,19.69759673
5821,18.69357198
5822,16.87845252
5823,15.33772339
5824,26.51469733
5825,34.47605963
5826,31.14521851
5827,24.15160852
5828,27.42205547
5829,30.95947977
5830,31.61962467
5831,31.27077212
5832,41.07883088
5833,38.05023231
5834,39.93496786
5835,42.79345624
5836,51.83741402
5837,43.89540218
5838,28.50487509
5839,39.85001126
5840,19.4314978
5841,14.14928812
5842,11.02770821
5843,14.93938334
5844,31.76347417
5845,36.33618638
5846,38.25222064
5847,30.82388492
5848,29.96551275
5849,37.22558288
5850,36.34254519
5851,23.1369996
5852,27.55050864
5853,25.81157617
5854,25.07189682
5855,29.40274056
5856,42.45897815
5857,38.72929102
5858,40.27272284
5859,71.04693213
5860,23.93651921
5861,17.71438952
5862,12.31370773
5863,17.86589767
5864,33.12417949
5865,14.42554069
5866,8.35428432
5867,12.96355442
5868,33.74249922
5869,35.90827231
5870,30.16911199
5871,52.07896218
5872,22.36471893
5873,17.67610277
5874,18.38077312
5875,20.02945408
5876,16.70730758
5877,24.5503655
5878,25.41411832
5879,20.83356134
5880,23.30917473
5881,34.27507932
5882,30.31301716
5883,55.3045332
5884,36.00072202
5885,22.25126105
5886,20.70331252
5887,13.08731545
5888,35.17907771
5889,19.53971051
5890,22.85179232
5891,30.64292721
5892,79.85906451
5893,50.87573733
5894,37.06440509
5895,32.55427983
5896,38.34830836
5897,40.56584552
5898,32.67602566
5899,27.28623871
5900,33.52593731
5901,28.34131726
5902,25.90629128
5903,24.03903149
5904,33.72327915
5905,29.40009229
5906,25.11830504
5907,14.21475603
5908,12.12188503
5909,10.32475782
5910,10.41388189
5911,8.41725888
5912,16.02026728
5913,18.83933538
5914,22.0667511
5915,23.14438288
5916,44.36830415
5917,29.82614215
5918,33.81073211
5919,27.14841044
5920,31.28677305
5921,29.88437966
5922,23.741932
5923,19.47663481
5924,17.04251596
5925,19.07934387
5926,26.67747647
5927,26.43734813
5928,28.12661444
5929,26.50491256
5930,20.84041258
5931,17.47268318
5932,14.61237614
5933,10.97912353
5934,12.45662005
5935,12.43320932
5936,14.05438304
5937,11.91515076
5938,13.01258541
5939,15.3104027
5940,43.01351405
5941,23.88829974
5942,22.57534314
5943,21.46402564
5944,16.88386808
5945,20.20512358
5946,20.16803524
5947,22.89891825
5948,23.54067277
5949,26.3870112
5950,27.32410878
5951,20.86487367
5952,16.07459949
5953,8.74354249
5954,7.19750648
5955,6.63106458
5956,5.93486551
5957,7.25518103
5958,12.91031348
5959,20.70079898
5960,22.31310126
5961,24.0575186
5962,27.55228191
5963,27.24781812
5964,55.44116853
5965,35.08193643
5966,36.0988476
5967,44.22962728
5968,49.79036699
5969,40.56227703
5970,42.29750649
5971,64.97803977
5972,39.57587474
5973,35.33456318
5974,29.62506896
5975,15.90476033
5976,7.93873061
5977,8.67581395
5978,8.26276804
5979,17.65117841
5980,26.91201882
5981,30.92459458
5982,29.61906962
5983,31.74935814
5984,32.53725797
5985,32.43725368
5986,68.84261148
5987,52.06823546
5988,46.97972342
5989,48.99736005
5990,45.27215836
5991,37.9215356
5992,34.99792443
5993,41.31096663
5994,36.62557446
5995,38.37698767
5996,29.88324682
5997,23.89560721
5998,19.74350566
5999,14.52792418
6000,17.51400111
6001,19.39757255
6002,22.99806888
6003,21.83915015
6004,24.29801661
6005,30.4624277
6006,31.57558726
6007,21.58899579
6008,21.82137005
6009,24.11972162
6010,21.48622813
6011,52.19865025
6012,45.17939436
6013,39.28011354
6014,56.42006821
6015,67.1970954
6016,61.6968646
6017,54.51923575
6018,46.1398605
6019,38.32070197
6020,36.99200537
6021,37.95544095
6022,26.55301745
6023,22.79301438
6024,29.6021614
6025,37.72594945
6026,37.4046325
6027,46.76521762
6028,33.52735389
6029,27.86624501
6030,22.78407282
6031,20.06502176
6032,20.04848039
6033,20.06572245
6034,42.16850576
6035,33.90674131
6036,33.38989092
6037,35.65771318
6038,39.84379972
6039,56.36231826
6040,70.29469239
6041,62.66781788
6042,54.16039075
6043,42.93566612
6044,42.20468005
6045,59.48422689
6046,49.88417994
6047,24.46652653
6048,21.55430933
6049,19.38644894
6050,26.41629338
6051,23.73823559
6052,26.40052491
6053,30.68248733
6054,31.66679119
6055,31.4552921
6056,27.28662365
6057,18.27782341
6058,20.29532428
6059,17.80765921
6060,23.09365706
6061,23.98723726
6062,34.86057669
6063,20.4513427
6064,59.17239176
6065,46.16911099
6066,60.82223658
6067,71.82743513
6068,32.2265332
6069,21.89488435
6070,28.14975752
6071,26.74002092
6072,22.48220707
6073,31.93555213
6074,38.9949705
6075,40.69910769
6076,37.7122737
6077,44.25899408
6078,29.79486137
6079,24.93262047
6080,18.27094233
6081,26.1468349
6082,20.89237977
6083,18.04659988
6084,20.45545848
6085,17.824162
6086,17.46456016
6087,25.21373174
6088,58.86364547
6089,40.60754575
6090,41.06154212
6091,29.1753162
6092,28.60079446
6093,25.5319124
6094,23.42283047
6095,16.49305121
6096,17.69776315
6097,17.21887247
6098,25.34305229
6099,15.70626565
6100,26.90946833
6101,47.86244411
6102,70.21994545
6103,91.05440395
6104,53.1304391
6105,40.25045194
6106,31.82692812
6107,18.35262817
6108,18.69469366
6109,20.58374084
6110,35.60667149
6111,33.96850245
6112,56.66057539
6113,82.74425882
6114,61.39445631
6115,55.48726263
6116,48.00362633
6117,33.22233717
6118,24.98577583
6119,22.86001076
6120,20.62104593
6121,19.70396011
6122,16.65606227
6123,18.56489234
6124,21.19830255
6125,18.51086388
6126,21.10574585
6127,25.43576361
6128,19.72375217
6129,17.07400529
6130,19.90161952
6131,19.2834391
6132,25.04647748
6133,14.23996311
6134,23.74464061
6135,70.9929696
6136,44.54093374
6137,43.16794906
6138,59.08309675
6139,33.06507815
6140,27.81854431
6141,26.59268151
6142,27.62725905
6143,30.34826839
6144,32.2135318
6145,32.40956122
6146,29.76458273
6147,36.06996923
6148,34.75073807
6149,30.10475026
6150,44.96240341
6151,59.73024873
6152,56.12476172
6153,38.60177029
6154,46.25737111
6155,32.85921183
6156,39.80568498
6157,28.91868207
6158,19.17171938
6159,41.33502248
6160,24.16109138
6161,19.50934815
6162,22.68259703
6163,31.15068904
6164,29.23628755
6165,29.97638791
6166,33.42763235
6167,33.61732532
6168,31.16033832
6169,33.9385372
6170,48.06593099
6171,46.04412856
6172,41.77490577
6173,38.21617327
6174,43.41876851
6175,32.58467081
6176,35.84451465
6177,36.89604386
6178,34.93576688
6179,31.82321559
6180,17.01272569
6181,18.13749114
6182,16.30122304
6183,11.14130332
6184,12.66059837
6185,8.5759078
6186,7.58356602
6187,39.98589805
6188,26.97603323
6189,30.02237997
6190,32.49123541
6191,30.36828773
6192,30.75329994
6193,29.52520569
6194,28.75903816
6195,33.98625139
6196,33.84819124
6197,34.91960769
6198,34.09380525
6199,34.6071662
6200,33.60779887
6201,39.858632
6202,42.5075263
6203,39.62391452
6204,53.80698842
6205,52.1115349
6206,34.34594939
6207,18.63407551
6208,17.55448033
6209,16.9503592
6210,11.12681686
6211,56.1361567
6212,39.5382247
6213,35.65396235
6214,25.28357155
6215,23.73454312
6216,33.58604813
6217,32.38072712
6218,33.40217762
6219,42.97541032
6220,41.94842942
6221,38.4148502
6222,44.17743827
6223,43.75272128
6224,46.27539653
6225,45.4273446
6226,56.99095538
6227,57.19687843
6228,50.97289099
6229,36.09869624
6230,32.20037632
6231,29.53739156
6232,20.12490041
6233,16.39767726
6234,15.8673798
6235,50.88972793
6236,28.22850195
6237,25.80910802
6238,26.69440134
6239,22.53101972
6240,21.28163691
6241,24.15278595
6242,24.3478853
6243,28.11539474
6244,24.69265988
6245,24.63659955
6246,27.64997396
6247,23.17339916
6248,24.47661398
6249,63.25071211
6250,44.22076756
6251,28.71955954
6252,23.6003867
6253,19.34626489
6254,19.33742279
6255,14.92677582
6256,18.48681583
6257,49.26459202
6258,32.0966886
6259,25.56228637
6260,21.35815559
6261,56.38356575
6262,63.95127922
6263,42.48336948
6264,38.87985344
6265,42.6819961
6266,26.27673103
6267,22.75743691
6268,21.25912701
6269,23.17184257
6270,28.01702833
6271,29.81472168
6272,39.51675046
6273,43.13013502
6274,35.4056424
6275,27.35161132
6276,24.23267792
6277,22.69839793
6278,22.04223126
6279,23.12650053
6280,24.32531473
6281,24.80572179
6282,12.13507831
6283,13.75887426
6284,14.48515055
6285,23.87340218
6286,40.94959126
6287,40.6304605
6288,39.81352465
6289,19.79587675
6290,35.83111983
6291,36.21606495
6292,21.81973088
6293,28.1104346
6294,23.85651469
6295,20.06220307
6296,23.28817001
6297,27.11533674
6298,37.78837389
6299,42.84558232
6300,32.37335512
6301,69.6495511
6302,48.47085415
6303,27.01045764
6304,25.95750659
6305,19.81538483
6306,15.63510808
6307,18.09942539
6308,29.5583
6309,35.36825357
6310,33.0097473
6311,27.72824691
6312,29.98964184
6313,30.73835233
6314,31.54905195
6315,29.58384541
6316,28.83799217
6317,27.58053606
6318,25.62682877
6319,29.56818837
6320,22.5479848
6321,24.50809719
6322,38.24891421
6323,41.6049716
6324,57.1638524
6325,76.9966129
6326,47.99310607
6327,30.31409675
6328,24.85348446
6329,21.79374421
6330,21.88036027
6331,24.54192755
6332,27.59190833
6333,27.34634103
6334,27.48748
6335,28.88665151
6336,27.43048492
6337,18.12612911
6338,65.80827305
6339,73.28581389
6340,50.06919597
6341,47.75012263
6342,31.9086284
6343,26.32587797
6344,50.21986416
6345,24.24078855
6346,19.63364984
6347,19.41195575
6348,23.12339777
6349,32.19662423
6350,33.28309812
6351,31.59621476
6352,38.15077144
6353,36.87396931
6354,34.65720038
6355,39.95013391
6356,39.5222605
6357,41.93096472
6358,43.41020807
6359,48.86555243
6360,53.79097018
6361,46.11448066
6362,48.88574795
6363,55.295134
6364,49.98892616
6365,43.50111285
6366,31.1143107
6367,25.56183559
6368,50.7634471
6369,28.94197421
6370,24.27592536
6371,29.99025872
6372,35.98855642
6373,36.81606884
6374,31.72658509
6375,30.47908061
6376,39.75988097
6377,76.37899174
6378,56.95848112
6379,78.05177173
6380,67.59313395
6381,79.84693021
6382,71.63935099
6383,57.07470965
6384,35.93177924
6385,29.60697622
6386,18.95429749
6387,17.76803165
6388,14.08011558
6389,16.43947409
6390,17.3250423
6391,22.14057568
6392,36.45117033
6393,43.38229102
6394,44.7211437
6395,53.41872903
6396,57.48751154
6397,60.49531574
6398,58.65921232
6399,57.48584593
6400,67.8672459
6401,70.77207821
6402,49.07470375
6403,47.67997282
6404,35.89079157
6405,28.6406699
6406,19.95604792
6407,20.35166506
6408,41.00461952
6409,40.32685117
6410,48.10221227
6411,52.82438662
6412,62.35556577
6413,77.61131774
6414,70.33631325
6415,52.45692481
6416,43.59157312
6417,31.19446189
6418,24.45108224
6419,22.60455966
6420,20.8810605
6421,20.29977986
6422,21.11176984
6423,25.82455855
6424,28.01269843
6425,32.27080823
6426,29.81638981
6427,27.17034518
6428,25.88554407
6429,20.61592728
6430,24.16128934
6431,19.11650182
6432,21.5317692
6433,20.53428816
6434,20.85212942
6435,13.58295517
6436,16.10930105
6437,29.59870688
6438,38.31705893
6439,23.6681889
6440,27.83099938
6441,39.65577476
6442,37.62387652
6443,28.94408351
6444,27.09553413
6445,23.38956652
6446,24.04473525
6447,27.54697307
6448,27.05944117
6449,23.92650722
6450,23.44241941
6451,23.60981134
6452,13.27587373
6453,16.91358233
6454,15.29600206
6455,15.19029204
6456,14.49467061
6457,14.91284626
6458,17.7321205
6459,12.59937767
6460,27.20087543
6461,30.45343206
6462,48.86640878
6463,39.84122782
6464,50.84179575
6465,52.7286075
6466,29.23833744
6467,26.92655302
6468,11.28784304
6469,20.0288117
6470,22.10956514
6471,39.26307327
6472,38.3071662
6473,36.54758228
6474,32.18277074
6475,29.42390106
6476,27.15023753
6477,22.90271557
6478,30.11417083
6479,24.35846709
6480,21.07348373
6481,28.34102379
6482,20.49549067
6483,22.8641545
6484,29.57913271
6485,32.58994987
6486,38.36960339
6487,32.06817614
6488,32.75845799
6489,48.01885966
6490,11.57657327
6491,28.48815898
6492,20.63280569
6493,27.97784886
6494,38.45313239
6495,52.07768488
6496,45.72990047
6497,43.90390408
6498,36.93997477
6499,27.21579239
6500,20.08353727
6501,19.78184974
6502,26.66220218
6503,28.1597225
6504,25.30810784
6505,22.44786075
6506,17.31107949
6507,25.21743808
6508,64.74349817
6509,62.71395381
6510,51.06537139
6511,29.36171414
6512,20.93198564
6513,12.99253741
6514,11.17576061
6515,13.17041472
6516,11.53563504
6517,10.2898298
6518,14.3873703
6519,24.29555026
6520,33.70115569
6521,32.20625899
6522,32.33623794
6523,30.64601653
6524,29.31306517
6525,32.21902661
6526,29.88350731
6527,29.37426666
6528,36.63732349
6529,40.74814977
6530,35.06408217
6531,29.52166109
6532,29.9350106
6533,21.98587369
6534,25.44792156
6535,18.61622406
6536,18.21709467
6537,13.69019701
6538,10.80124781
6539,11.54472027
6540,12.81854336
6541,14.44012027
6542,19.84720457
6543,26.87984601
6544,27.02700847
6545,23.16676605
6546,47.47745426
6547,46.70796022
6548,40.39675827
6549,43.82418967
6550,49.55477075
6551,49.83402527
6552,57.12204392
6553,82.54695097
6554,69.81347224
6555,62.74725284
6556,50.62543185
6557,34.04477075
6558,26.97041173
6559,22.77264189
6560,24.91506395
6561,25.67457709
6562,24.05197534
6563,25.6552677
6564,27.01103765
6565,27.10477361
6566,26.0177191
6567,26.56779815
6568,23.31650881
6569,23.05916106
6570,30.23262444
6571,30.01030064
6572,29.52708307
6573,32.99407833
6574,32.62392292
6575,39.69944345
6576,61.76140503
6577,77.68831955
6578,55.29852274
6579,53.5282894
6580,41.35728123
6581,29.10035675
6582,21.02087674
6583,18.20070392
6584,15.9224463
6585,16.05140849
6586,20.69390092
6587,28.3714581
6588,25.17054279
6589,20.28475037
6590,29.48032732
6591,26.13271418
6592,21.0558396
6593,18.30689572
6594,22.12438351
6595,23.05179007
6596,22.34574836
6597,19.9086415
6598,19.46986089
6599,24.3073018
6600,33.82429138
6601,55.74305882
6602,38.59957019
6603,28.80296319
6604,39.12744704
6605,39.57447
6606,37.40725122
6607,31.10924083
6608,22.45857755
6609,18.63107608
6610,19.50524292
6611,36.37584654
6612,52.50932167
6613,36.52153127
6614,41.34307471
6615,27.46583381
6616,26.63929153
6617,24.19949449
6618,25.97438806
6619,25.67095501
6620,29.50537299
6621,29.17656691
6622,22.56711301
6623,18.55312756
6624,14.47542862
6625,16.5223444
6626,23.30600353
6627,31.4931062
6628,39.32719719
6629,61.46438166
6630,38.5013681
6631,23.20793213
6632,22.38022532
6633,22.15939743
6634,23.72174984
6635,21.54274194
6636,20.55871488
6637,21.10951786
6638,22.43046354
6639,36.89486926
6640,35.87573634
6641,38.20153671
6642,50.32846527
6643,54.15913202
6644,32.60758221
6645,23.87670334
6646,19.94782305
6647,16.36127553
6648,17.45370439
6649,17.16684794
6650,25.23965997
6651,34.31494089
6652,34.64441156
6653,41.7593938
6654,43.93881723
6655,37.9935327
6656,38.94368128
6657,42.11856162
6658,40.04056033
6659,38.9639676
6660,32.73461251
6661,44.16895336
6662,50.51756725
6663,54.91909902
6664,47.96535119
6665,33.63842016
6666,33.27532519
6667,31.19531721
6668,30.10748318
6669,17.56571192
6670,15.4557774
6671,14.20196512
6672,12.95474916
6673,16.9892134
6674,21.01594782
6675,26.19209689
6676,33.51930813
6677,42.39781521
6678,33.73841926
6679,28.43107124
6680,30.17513062
6681,34.25745742
6682,30.23257391
6683,39.82945028
6684,39.02389941
6685,46.20554881
6686,55.87003747
6687,49.18761467
6688,49.64347221
6689,39.81899865
6690,37.79562473
6691,28.8645233
6692,25.60774288
6693,26.22548608
6694,26.95024899
6695,30.03977167
6696,35.74038108
6697,26.9860185
6698,26.68804352
6699,27.99408748
6700,23.56682139
6701,20.17719002
6702,28.30711793
6703,20.02758733
6704,21.1368084
6705,24.59615121
6706,37.43754649
6707,48.65003703
6708,54.17252604
6709,40.82909699
6710,48.32234794
6711,34.71468837
6712,17.7405847
6713,17.6775796
6714,15.42537875
6715,17.05475448
6716,16.86744139
6717,20.70631999
6718,37.80386414
6719,36.31808944
6720,29.88737129
6721,36.47757707
6722,32.78297596
6723,38.05764646
6724,27.15616938
6725,31.05920314
6726,20.77097462
6727,29.76114515
6728,24.90330446
6729,28.96111197
6730,40.28612921
6731,53.63776583
6732,45.38959462
6733,41.71782227
6734,35.96619574
6735,30.96179614
6736,21.85208547
6737,19.26082086
6738,16.95733067
6739,15.15796999
6740,17.92319327
6741,22.07781295
6742,21.1914862
6743,30.45968342
6744,26.80451149
6745,20.47065383
6746,26.33571743
6747,32.45986702
6748,24.50453876
6749,23.73374929
6750,23.75936617
6751,34.9976415
6752,47.25171375
6753,45.67207753
6754,38.29971037
6755,33.1135832
6756,28.99833832
6757,22.67424675
6758,16.85080914
6759,12.95442265
6760,13.48135641
6761,14.24115071
6762,14.39558273
6763,26.71659597
6764,37.40740326
6765,42.93291663
6766,39.02036241
6767,41.23800451
6768,44.19711037
6769,47.76087412
6770,39.58386276
6771,44.63445253
6772,32.4079422
6773,35.15378128
6774,43.28668973
6775,54.42467899
6776,84.36594264
6777,87.52069949
6778,67.99366674
6779,49.24773479
6780,31.02870778
6781,24.40859742
6782,21.10948348
6783,28.87570796
6784,30.12219905
6785,30.22490522
6786,34.85249405
6787,38.55535464
6788,54.31094188
6789,55.41490376
6790,53.02295731
6791,36.82629454
6792,31.30348799
6793,31.36046694
6794,36.24194722
6795,40.31807487
6796,49.42230078
6797,39.70226187
6798,41.32196675
6799,99.06420083
6800,93.64799764
6801,45.98341032
6802,67.03507848
6803,50.7983635
6804,38.59972474
6805,28.33115966
6806,26.77338111
6807,25.97065824
6808,19.58319067
6809,29.29041843
6810,36.46373699
6811,49.95987882
6812,63.71044564
6813,51.17863524
6814,40.49341728
6815,47.38097026
6816,54.30618625
6817,49.06794447
6818,34.71225926
6819,38.97370336
6820,55.94719231
6821,51.62497042
6822,39.72200319
6823,46.14988667
6824,29.1305447
6825,32.65182169
6826,23.4924137
6827,21.06270375
6828,14.71940997
6829,10.47143388
6830,10.33767037
6831,10.52209142
6832,16.38713405
6833,27.44392314
6834,37.45321558
6835,39.47363064
6836,37.58802058
6837,30.70793843
6838,37.25315584
6839,41.26184185
6840,41.46936341
6841,43.91665095
6842,41.47204747
6843,38.02339718
6844,37.73879258
6845,33.60184391
6846,24.0304391
6847,21.18555195
6848,21.38749613
6849,17.93874145
6850,21.99977582
6851,20.20942679
6852,34.42035126
6853,46.18629269
6854,38.2821412
6855,36.87558209
6856,29.70355842
6857,27.75038468
6858,42.37301941
6859,44.79549359
6860,42.18296474
6861,35.20678629
6862,35.21284111
6863,36.55313004
6864,35.41347323
6865,87.8675692
6866,87.98739033
6867,41.85613882
6868,55.56405117
6869,54.93436514
6870,49.60306537
6871,40.62571629
6872,35.23917615
6873,35.56285101
6874,29.90874358
6875,33.62267516
6876,41.82305887
6877,52.58430235
6878,50.24484596
6879,35.83030913
6880,28.93699933
6881,35.16174735
6882,46.79532122
6883,39.61386228
6884,39.2952723
6885,37.48869977
6886,31.74156078
6887,37.61329672
6888,65.97638391
6889,57.70878983
6890,77.25131106
6891,61.89947983
6892,43.8345815
6893,26.36725014
6894,21.17633054
6895,17.27887227
6896,16.88634852
6897,16.98294039
6898,19.0566449
6899,29.04199512
6900,25.96806084
6901,24.11939558
6902,27.84080398
6903,28.01228332
6904,26.04593018
6905,29.45153419
6906,28.26945438
6907,31.24632246
6908,26.62817761
6909,31.19081558
6910,37.17872706
6911,45.61082807
6912,63.18235971
6913,68.11369365
6914,54.23577194
6915,43.87050106
6916,34.10512799
6917,26.49280792
6918,23.42603663
6919,21.79127955
6920,23.0523322
6921,24.71418592
6922,26.60784772
6923,31.96348654
6924,27.80163484
6925,31.72296706
6926,29.82478078
6927,39.67143486
6928,29.3160678
6929,22.50513126
6930,21.84887679
6931,34.88417256
6932,41.11062803
6933,29.08593298
6934,37.82123083
6935,65.25507158
6936,84.9462796
6937,51.17273635
6938,36.56480291
6939,32.2917568
6940,31.90950894
6941,27.70311758
6942,25.19926985
6943,27.59644596
6944,32.64522028
6945,37.06129837
6946,35.86385432
6947,30.50083197
6948,17.1906596
6949,18.72259568
6950,22.70905337
6951,15.73952279
6952,17.21313296
6953,19.9027329
6954,21.42267089
6955,27.1843962
6956,49.64913123
6957,88.66189972
6958,83.53463938
6959,69.94344575
6960,22.8224029
6961,12.17674159
6962,15.00220307
6963,18.04756878
6964,28.1849047
6965,36.27492175
6966,47.84604212
6967,43.49609865
6968,42.62484976
6969,41.49490535
6970,38.46401754
6971,26.21718783
6972,23.55401849
6973,21.97657068
6974,22.62913118
6975,6.95837515
6976,5.50596783
6977,5.49836284
6978,5.50111138
6979,5.70227994
6980,5.9692866
6981,5.75825068
6982,5.82957193
6983,5.55720596
6984,5.55720374
6985,5.71080373
6986,5.65245924
6987,5.55041642
6988,5.62753415
6989,5.7946438
6990,5.52199971
6991,5.43849938
6992,5.49337051
6993,5.7723007
6994,5.49480757
6995,5.67881924
6996,5.52407715
6997,41.81486822
6998,95.22227763
6999,102.44223832
7000,58.18755921
7001,65.53734351
7002,58.46515899
7003,46.70046033
7004,40.60650072
7005,30.62838234
7006,29.95129593
7007,28.60818875
7008,30.02250575
7009,36.21596403
7010,39.03927842
7011,47.23459394
7012,41.03863274
7013,43.24647848
7014,28.73175944
7015,32.65156616
7016,29.93896066
7017,76.19679688
7018,141.90624689
7019,139.7120787
7020,101.39142058
7021,89.96126887
7022,65.57400407
7023,47.43636217
7024,36.8671991
7025,30.58043382
7026,25.36894707
7027,26.91168918
7028,32.1243304
7029,33.65385626
7030,35.24467859
7031,38.58343403
7032,38.52796642
7033,32.67596579
7034,29.6384386
7035,26.03816302
7036,31.92147446
7037,37.7496868
7038,35.54494378
7039,33.96406948
7040,52.32797768
7041,116.04405882
7042,113.8711696
7043,85.79481089
7044,72.54353103
7045,52.46800896
7046,45.02779779
7047,35.87978411
7048,27.63560089
7049,25.98102357
7050,22.25753621
7051,23.64344531
7052,23.12098674
7053,28.45973932
7054,29.59167591
7055,28.00214242
7056,21.46312856
7057,22.07359416
7058,26.23300798
7059,40.03473165
7060,39.7424581
7061,41.14035859
7062,40.22836847
7063,58.26258692
7064,82.81990441
7065,103.3054179
7066,91.91915988
7067,80.20822822
7068,65.6599532
7069,45.61195871
7070,33.63421069
7071,28.09374577
7072,26.18569815
7073,22.45728626
7074,27.28543266
7075,39.99310608
7076,48.56239058
7077,47.58748952
7078,32.94006518
7079,42.00664596
7080,53.18809271
7081,59.46568217
7082,63.32067703
7083,59.09957264
7084,67.77224323
7085,101.95914649
7086,136.85707686
7087,131.92475356
7088,90.58018835
7089,60.74424371
7090,29.43819225
7091,23.6437281
7092,19.18366178
7093,16.16626724
7094,29.29572973
7095,26.32431849
7096,34.44807467
7097,54.06080016
7098,63.53715785
7099,58.90334901
7100,40.36052435
7101,46.04389396
7102,47.05829314
7103,49.64474525
7104,52.68592571
7105,49.88603566
7106,64.49645071
7107,69.60645453
7108,84.06215481
7109,84.45362256
7110,82.05623659
7111,73.15242687
7112,55.2213925
7113,38.69191033
7114,36.63884011
7115,29.6926488
7116,26.66811245
7117,22.02350625
7118,21.3065903
7119,30.96889097
7120,39.2468086
7121,53.19013106
7122,55.43719673
7123,37.80754044
7124,35.85622221
7125,35.98785649
7126,30.8835099
7127,43.02890772
7128,39.5538444
7129,63.11284635
7130,49.70244439
7131,71.89354345
7132,121.87981117
7133,88.67927212
7134,60.03477359
7135,55.96053225
7136,50.27551509
7137,52.79490569
7138,43.0816903
7139,36.94247921
7140,29.92164352
7141,29.87639442
7142,35.89544212
7143,40.00329046
7144,50.41782424
7145,54.846532
7146,61.31207714
7147,56.25435916
7148,29.10004005
7149,26.42244033
7150,22.8684747
7151,27.45896623
7152,33.38885258
7153,23.29419669
7154,52.75693284
7155,60.01155625
7156,89.79035054
7157,88.91794603
7158,74.81841792
7159,45.13509266
7160,23.17955452
7161,18.37919464
7162,15.79907563
7163,14.22663311
7164,20.00227575
7165,21.71227008
7166,40.79555425
7167,52.82464285
7168,53.32995472
7169,40.60258507
7170,40.07753322
7171,34.36543095
7172,34.68209821
7173,44.41112925
7174,46.51872522
7175,53.84809588
7176,70.18157663
7177,61.21588762
7178,55.51076526
7179,32.5572852
7180,35.32587256
7181,25.95147517
7182,24.51866813
7183,26.67322672
7184,36.96272482
7185,17.75520769
7186,21.97795147
7187,17.09202787
7188,34.30935849
7189,47.2021
7190,36.33201493
7191,43.30237299
7192,43.96862375
7193,38.68478896
7194,30.52075933
7195,25.34915641
7196,31.1141024
7197,27.53877714
7198,28.74820956
7199,40.66721476
7200,62.64465006
7201,51.70332696
7202,27.64039104
7203,38.89336627
7204,33.11332997
7205,27.58665654
7206,23.14910692
7207,20.19098876
7208,17.93624795
7209,16.9706968
7210,16.0343412
7211,18.96643825
7212,24.58059096
7213,28.34045342
7214,31.50800106
7215,18.47664792
7216,16.90028888
7217,25.58187255
7218,32.79415573
7219,29.92837642
7220,23.83543477
7221,22.5475473
7222,29.76892496
7223,27.01937318
7224,25.52151988
7225,21.21283749
7226,19.44277042
7227,16.89952133
7228,13.89358969
7229,13.44082764
7230,15.74718586
7231,11.22643966
7232,13.44604357
7233,16.24963213
7234,26.93291413
7235,28.75687703
7236,30.95098351
7237,28.28251847
7238,31.23850835
7239,36.1954877
7240,34.51020286
7241,31.54336731
7242,38.05543197
7243,51.18925178
7244,58.73101279
7245,55.81153881
7246,48.97385821
7247,38.62052754
7248,27.52704664
7249,23.30650158
7250,15.00386692
7251,11.6901266
7252,11.00254311
7253,10.87942327
7254,11.67121402
7255,15.7675205
7256,21.52403848
7257,30.39771737
7258,38.07267406
7259,35.47105448
7260,29.11284973
7261,32.349651
7262,34.59014094
7263,34.00898083
7264,37.44649459
7265,41.2522028
7266,36.81529741
7267,45.184411
7268,49.03208044
7269,49.24943579
7270,43.9726005
7271,38.46590588
7272,37.40221767
7273,35.689214
7274,21.00752903
7275,15.44523189
7276,15.77587701
7277,13.81628588
7278,19.21772914
7279,34.69145094
7280,48.15919067
7281,62.91234892
7282,53.71329279
7283,44.55540134
7284,40.81162372
7285,41.67865606
7286,45.65916113
7287,35.88456967
7288,43.36379299
7289,59.78323378
7290,63.43210713
7291,59.16535325
7292,53.28285774
7293,41.13179591
7294,39.28227178
7295,29.74197389
7296,22.03413301
7297,15.18911686
7298,12.97714692
7299,11.99536376
7300,9.83430629
7301,14.08699336
7302,21.669741
7303,36.34591955
7304,53.73362173
7305,48.32976212
7306,38.80664622
7307,37.6801511
7308,37.37172703
7309,44.32087414
7310,45.30681125
7311,46.71444509
7312,48.60717913
7313,49.48748944
7314,63.91824638
7315,83.79874977
7316,50.15538937
7317,33.08883143
7318,36.83631301
7319,28.4630891
7320,18.2103653
7321,23.39366856
7322,14.28031124
7323,11.81385454
7324,11.9311653
7325,22.29588369
7326,31.02382073
7327,52.47280727
7328,43.30193994
7329,37.44380685
7330,38.09037146
7331,38.19263875
7332,42.77828039
7333,45.12119876
7334,57.38839483
7335,44.5157417
7336,40.15381504
7337,57.64608568
7338,60.05418134
7339,60.4078256
7340,39.9164462
7341,41.81533337
7342,54.86802803
7343,46.51531659
7344,17.38548325
7345,18.11242796
7346,21.3131782
7347,17.62267749
7348,29.00680055
7349,59.85969958
7350,70.65528485
7351,44.64292887
7352,36.67936898
7353,28.61558502
7354,34.69846987
7355,31.08099264
7356,26.28476388
7357,29.11572827
7358,29.97219497
7359,33.54896548
7360,37.54151697
7361,55.54827574
7362,85.7223759
7363,44.73964756
