,target
3001,39.16077178
3002,44.38595597
3003,33.10355296
3004,16.23516464
3005,17.88795318
3006,25.42773715
3007,21.46830634
3008,28.62196903
3009,47.83892636
3010,35.61464668
3011,41.14299804
3012,42.99706603
3013,44.38067356
3014,36.6041132
3015,39.80995323
3016,29.78069193
3017,30.2618499
3018,34.81330059
3019,65.60737657
3020,95.65660213
3021,89.36089037
3022,80.58618149
3023,82.78784256
3024,73.7941544
3025,74.047194
3026,57.61979395
3027,51.73507753
3028,44.30927112
3029,43.6773862
3030,42.79481022
3031,41.80306042
3032,49.72512301
3033,57.60851178
3034,75.9956569
3035,67.09170683
3036,89.34388592
3037,87.26496337
3038,51.91310167
3039,45.7313028
3040,47.10085832
3041,47.81312888
3042,45.35825253
3043,53.96124049
3044,55.38330394
3045,47.84410688
3046,42.98683983
3047,45.0716005
3048,38.6609335
3049,30.85470703
3050,22.62998011
3051,18.66322471
3052,16.95932813
3053,15.62266064
3054,19.4667118
3055,21.1251562
3056,25.64756466
3057,29.01440336
3058,34.84988467
3059,39.96338612
3060,37.21454415
3061,33.56287691
3062,38.83227032
3063,37.31271496
3064,37.16584847
3065,48.72938672
3066,65.44357938
3067,77.51682167
3068,51.29708673
3069,52.98224664
3070,61.21590449
3071,54.91460962
3072,50.23649778
3073,42.8835578
3074,40.57831662
3075,33.38071205
3076,37.43652139
3077,63.69664123
3078,79.82681916
3079,76.26452761
3080,72.69873089
3081,69.44092981
3082,55.17080604
3083,48.81090672
3084,38.44870972
3085,36.1357433
3086,31.48463832
3087,29.71410434
3088,27.48080732
3089,29.03074145
3090,29.25022487
3091,32.35362106
3092,44.57206664
3093,44.33615322
3094,42.45975542
3095,37.1963819
3096,37.57236754
3097,41.55173905
3098,39.7026551
3099,45.25436983
3100,56.7346715
3101,65.14824831
3102,74.92941672
3103,85.68738832
3104,70.23814812
3105,65.31325305
3106,54.35948318
3107,46.44063803
3108,33.04984659
3109,31.72146148
3110,32.64271793
3111,26.97101337
3112,30.43460218
3113,46.20940067
3114,53.77270922
3115,58.22508145
3116,64.40724033
3117,57.10664106
3118,51.25663509
3119,51.34575941
3120,45.7322367
3121,56.23876686
3122,58.58428539
3123,62.33049938
3124,60.7180637
3125,53.59075719
3126,53.69534973
3127,52.04574885
3128,47.70738938
3129,39.34403871
3130,28.13762916
3131,28.80610203
3132,28.9912295
3133,25.22636324
3134,32.45587238
3135,34.72530358
3136,37.39230212
3137,55.52958112
3138,63.35234517
3139,65.03922229
3140,51.99810938
3141,41.82718262
3142,52.42062372
3143,58.83211608
3144,60.96582418
3145,52.98706377
3146,60.12110815
3147,61.52895289
3148,63.81155758
3149,64.38108769
3150,58.09936792
3151,49.66123046
3152,41.031058
3153,34.9304
3154,21.6901779
3155,18.31865154
3156,25.62805745
3157,37.09201739
3158,56.0729952
3159,43.92529801
3160,74.56725659
3161,81.52456944
3162,83.70584005
3163,51.70612575
3164,35.54388033
3165,49.28590407
3166,81.39711634
3167,119.06315134
3168,175.8621205
3169,141.17358579
3170,123.73791403
3171,105.00034999
3172,92.16915871
3173,72.4023749
3174,58.71773541
3175,51.0924471
3176,52.14095624
3177,48.31810875
3178,38.38207999
3179,23.69572772
3180,24.25904408
3181,33.73213697
3182,48.36145363
3183,65.14757435
3184,56.17248334
3185,48.73768347
3186,41.13311865
3187,55.04540362
3188,63.97401132
3189,58.10062865
3190,68.23704873
3191,68.95391268
3192,67.80315704
3193,56.55356325
3194,47.61334212
3195,43.37796469
3196,35.13838653
3197,30.54270634
3198,20.36186571
3199,17.59600814
3200,15.89611581
3201,15.99897543
3202,17.32046636
3203,23.17960441
3204,40.66233594
3205,61.83081971
3206,67.91343245
3207,54.74920223
3208,42.41771489
3209,43.5984445
3210,38.45826064
3211,37.23835564
3212,37.91410542
3213,44.09443899
3214,47.1910946
3215,56.12808005
3216,56.10719983
3217,60.029141
3218,62.05150349
3219,66.36989648
3220,46.22257935
3221,39.37758463
3222,47.93093533
3223,45.1894887
3224,40.58203546
3225,37.51730363
3226,43.04706565
3227,42.88845577
3228,47.78154662
3229,57.59474131
3230,50.11009481
3231,49.6761443
3232,28.53229654
3233,35.68087596
3234,31.69829301
3235,35.76125497
3236,51.63551335
3237,52.89594367
3238,56.48447853
3239,47.5321475
3240,44.32286431
3241,47.62035253
3242,40.13963581
3243,25.67585318
3244,17.89037308
3245,18.56145387
3246,18.94781071
3247,16.8524329
3248,18.70645679
3249,29.61940263
3250,39.53181027
3251,56.40620953
3252,65.46990267
3253,73.1283239
3254,78.53615624
3255,77.55081921
3256,66.0806924
3257,56.82066774
3258,49.91913638
3259,49.53267111
3260,41.56148821
3261,44.89832324
3262,43.80857431
3263,36.92947909
3264,38.93874431
3265,40.75110412
3266,51.34806873
3267,61.65166856
3268,78.62217846
3269,76.87088011
3270,109.97641378
3271,98.23166612
3272,80.85126681
3273,88.74189731
3274,103.3294581
3275,124.93969902
3276,123.72937605
3277,152.40050168
3278,154.78147391
3279,137.41902451
3280,141.7434691
3281,102.05441363
3282,79.46173156
3283,46.79101327
3284,41.47305731
3285,44.83707179
3286,49.47954597
3287,59.87329476
3288,67.4758677
3289,80.81381239
3290,81.85433109
3291,77.6036336
3292,90.39468924
3293,95.54396117
3294,100.52165125
3295,92.55660973
3296,87.83841997
3297,89.34449683
3298,107.13743474
3299,122.45947933
3300,145.55033359
3301,141.58121587
3302,118.41139301
3303,106.30532246
3304,94.38759774
3305,78.68772649
3306,156.41304346
3307,195.39887391
3308,298.46120637
3309,330.66192528
3310,447.6253229
3311,322.5737908
3312,323.27568239
3313,296.77149562
3314,70.53279497
3315,82.16372685
3316,112.72929519
3317,131.88365944
3318,128.8929152
3319,120.38798983
3320,122.14033556
3321,102.70494877
3322,94.1497462
3323,81.90953015
3324,72.20716883
3325,62.7446498
3326,62.76068773
3327,67.56131159
3328,77.15882627
3329,93.16072897
3330,95.87813577
3331,111.37984905
3332,77.81968022
3333,68.48170266
3334,44.58581554
3335,31.85050711
3336,24.52669064
3337,15.07627479
3338,13.72572728
3339,13.08953015
3340,11.4776603
3341,12.63424955
3342,16.92622553
3343,22.40584265
3344,41.0210342
3345,36.11078123
3346,36.738307
3347,31.9437014
3348,33.73560748
3349,32.12769652
3350,28.09866906
3351,30.10250741
3352,32.84420475
3353,30.11147424
3354,22.62272244
3355,19.4127277
3356,17.29892297
3357,16.37515546
3358,15.04088067
3359,11.94295084
3360,11.0222349
3361,9.38877792
3362,9.47399237
3363,9.56482906
3364,9.66022796
3365,12.56746901
3366,19.23695893
3367,28.16073268
3368,29.355547
3369,31.71446724
3370,28.63576033
3371,27.47914901
3372,26.42715999
3373,28.6043072
3374,32.44190841
3375,35.70115787
3376,39.24327207
3377,29.2248419
3378,33.86207619
3379,43.83967517
3380,44.05524499
3381,45.14024817
3382,28.32919108
3383,30.46190404
3384,30.16224471
3385,25.11265509
3386,18.44028365
3387,19.38544251
3388,36.43811011
3389,54.63992504
3390,51.97324502
3391,53.95488301
3392,52.12828931
3393,37.39020729
3394,46.78424836
3395,60.21462225
3396,67.41659256
3397,95.0529525
3398,75.77725715
3399,69.95033368
3400,65.26276436
3401,54.27757701
3402,46.37731882
3403,39.254948
3404,23.32120596
3405,20.3634912
3406,20.5937283
3407,18.58760974
3408,31.55320878
3409,36.72422373
3410,36.09894752
3411,51.74018664
3412,48.06530872
3413,74.34966839
3414,48.4224468
3415,73.41016617
3416,45.14262874
3417,17.80844067
3418,16.60419949
3419,16.62364697
3420,16.47007966
3421,22.5009041
3422,26.3247723
3423,28.83271046
3424,34.47205441
3425,37.42497755
3426,43.327361
3427,50.43106865
3428,48.82417297
3429,43.2932579
3430,34.63326745
3431,36.39028686
3432,41.30124078
3433,42.63445409
3434,47.20228011
3435,36.10293627
3436,33.91950734
3437,37.87838278
3438,28.21183449
3439,19.64897203
3440,15.70200224
3441,16.53502858
3442,19.40855389
3443,19.49216168
3444,50.89202798
3445,58.32176984
3446,95.4425316
3447,83.59114368
3448,65.295885
3449,57.30445329
3450,58.1419837
3451,52.99486711
3452,49.20359434
3453,58.12304369
3454,48.78550235
3455,40.20296297
3456,38.68995163
3457,40.20866898
3458,35.82678242
3459,27.40094777
3460,24.42058644
3461,22.09580472
3462,23.02414469
3463,25.7245745
3464,45.05733158
3465,56.896349
3466,68.54588745
3467,54.20676892
3468,48.4679224
3469,40.28344863
3470,39.01432347
3471,38.97511148
3472,44.59737051
3473,55.7767089
3474,71.50982781
3475,74.62911281
3476,66.94285645
3477,65.66928997
3478,72.28755876
3479,65.29370174
3480,55.80126837
3481,52.63919391
3482,48.69837622
3483,33.48579485
3484,47.24343366
3485,48.83721215
3486,57.97081778
3487,61.61073508
3488,80.0695461
3489,81.37030238
3490,62.23069704
3491,57.51378465
3492,58.38907418
3493,51.22144953
3494,41.29175626
3495,35.5941634
3496,67.22682244
3497,69.07727769
3498,71.33137281
3499,70.74886204
3500,57.96553182
3501,52.83737896
3502,44.00395837
3503,35.67128061
3504,17.24617868
3505,13.60199275
3506,14.85890729
3507,15.71546986
3508,17.09484786
3509,29.14050696
3510,63.69834616
3511,82.248694
3512,65.53633986
3513,50.7919153
3514,43.40563955
3515,30.77476473
3516,33.93880502
3517,41.86172139
3518,55.08958191
3519,61.84448
3520,51.59270908
3521,49.71309433
3522,42.91278008
3523,42.12885969
3524,33.21376542
3525,29.97693797
3526,26.00959433
3527,20.09619558
3528,15.14830859
3529,16.86004209
3530,17.45247001
3531,18.70280953
3532,25.86429851
3533,38.06447012
3534,39.41897493
3535,38.53949919
3536,35.42979564
3537,38.53002416
3538,39.99796228
3539,38.76376732
3540,37.62170952
3541,38.79457612
3542,45.5394259
3543,52.22086254
3544,72.44155619
3545,55.28844802
3546,46.40617648
3547,45.16960935
3548,43.91283605
3549,30.61292564
3550,25.2316714
3551,18.49025496
3552,17.05743775
3553,15.97431798
3554,13.52839621
3555,16.642987
3556,20.16876392
3557,20.25668491
3558,24.29672614
3559,32.58518402
3560,32.07805557
3561,26.50736983
3562,34.49058532
3563,38.62274896
3564,35.33780814
3565,34.95135158
3566,36.95109549
3567,35.8544739
3568,33.63128591
3569,28.03443379
3570,27.55763243
3571,22.07852016
3572,20.92321318
3573,16.79337553
3574,17.01990478
3575,16.69615098
3576,18.76566636
3577,19.25297938
3578,20.56698145
3579,22.79326786
3580,30.11968976
3581,35.85495153
3582,33.26062033
3583,34.06030444
3584,31.64457602
3585,33.13586243
3586,38.87030599
3587,38.80578302
3588,38.13870759
3589,41.72391165
3590,35.73363461
3591,35.30428598
3592,34.44627887
3593,35.31527297
3594,33.47328646
3595,27.78714728
3596,29.47472151
3597,29.08134295
3598,29.39467943
3599,34.68513351
3600,31.42658343
3601,41.37157974
3602,40.74885095
3603,62.63473299
3604,54.99536879
3605,47.43921001
3606,51.22994191
3607,54.79835915
3608,42.1801605
3609,40.42653011
3610,55.05756365
3611,56.11106995
3612,51.18889958
3613,48.52911292
3614,44.14540905
3615,54.74923921
3616,51.47986145
3617,49.60232698
3618,44.8269675
3619,42.61396786
3620,43.44752935
3621,47.59914497
3622,49.02407469
3623,45.72800095
3624,49.25735602
3625,64.06283787
3626,56.6952391
3627,64.97106703
3628,64.00233348
3629,69.08267376
3630,64.50457802
3631,69.74148478
3632,68.78982666
3633,79.36977654
3634,94.67970282
3635,111.19704411
3636,94.66156405
3637,102.61610845
3638,95.46394133
3639,93.68136369
3640,77.84861898
3641,52.29111337
3642,45.84491955
3643,60.15313654
3644,39.91580913
3645,42.05786496
3646,57.03487626
3647,49.50514201
3648,49.11140518
3649,39.45266199
3650,49.00235776
3651,54.80227158
3652,41.92688301
3653,46.05061054
3654,50.29433907
3655,52.68248379
3656,50.53172522
3657,58.50786179
3658,45.80577667
3659,36.63381691
3660,31.09937544
3661,30.59798201
3662,28.68824335
3663,21.74142495
3664,20.62057838
3665,19.8089779
3666,20.49793186
3667,20.47706312
3668,20.29133032
3669,22.50645403
3670,28.52905513
3671,41.92504648
3672,44.46392739
3673,37.23832581
3674,36.57034617
3675,34.53027465
3676,33.75115424
3677,41.02045828
3678,42.47062764
3679,46.05875893
3680,46.51250214
3681,47.09095455
3682,38.07348654
3683,31.88177037
3684,29.83919697
3685,20.43030921
3686,14.15880324
3687,13.50585454
3688,12.75469583
3689,12.7437738
3690,13.84801689
3691,13.87026137
3692,29.09861893
3693,32.53095205
3694,27.84784756
3695,25.30321126
3696,24.79024715
3697,23.85038664
3698,22.8292286
3699,24.48944266
3700,24.78041146
3701,28.6058545
3702,23.35301985
3703,23.62067382
3704,26.86171569
3705,32.95188325
3706,36.04758605
3707,25.52392765
3708,22.99299507
3709,22.57320732
3710,16.08126304
3711,13.42164467
3712,11.3770468
3713,13.00583736
3714,13.43721072
3715,18.68896987
3716,25.14953411
3717,33.97787814
3718,32.48441438
3719,31.55945453
3720,36.6756061
3721,45.22143323
3722,42.41794111
3723,46.28032644
3724,38.78903943
3725,40.43385746
3726,40.42890414
3727,38.30345083
3728,47.56964
3729,44.47185751
3730,34.10242061
3731,30.55872613
3732,21.66660185
3733,18.19312811
3734,17.23714072
3735,15.36797454
3736,14.52940777
3737,15.49915708
3738,19.56207595
3739,31.92299047
3740,56.84214444
3741,51.47701932
3742,49.38666394
3743,40.38206994
3744,41.82405983
3745,42.38434123
3746,45.66335408
3747,45.22158337
3748,48.62276821
3749,50.77341922
3750,57.56261938
3751,59.56959837
3752,43.22500195
3753,38.67351142
3754,40.35980586
3755,26.42514269
3756,43.67131741
3757,31.63145551
3758,31.87456911
3759,35.79882944
3760,37.68030059
3761,51.76776116
3762,46.20512753
3763,61.62249966
3764,61.21116384
3765,44.12196436
3766,44.47711943
3767,46.93390426
3768,37.71515264
3769,30.8291445
3770,30.54338072
3771,29.26462657
3772,18.19118629
3773,18.32093269
3774,18.3549232
3775,22.34255364
3776,20.60253503
3777,21.75754027
3778,24.36090064
3779,35.53833204
3780,57.00966165
3781,60.01379425
3782,59.10870399
3783,70.31486739
3784,63.97590623
3785,67.57243301
3786,78.04057189
3787,84.15209131
3788,65.11072863
3789,51.06564258
3790,51.92839643
3791,58.90799109
3792,42.22674319
3793,24.05294086
3794,23.21097238
3795,32.0555715
3796,26.26815324
3797,31.10755691
3798,60.61141268
3799,57.04479536
3800,80.60672245
3801,88.31746599
3802,66.4007826
3803,40.0044647
3804,44.30358623
3805,28.09958912
3806,70.10513952
3807,65.65392005
3808,67.33637223
3809,71.83435563
3810,71.96288925
3811,77.63092977
3812,69.72332532
3813,59.1144473
3814,45.31299407
3815,47.20708332
3816,48.10080667
3817,44.9333391
3818,44.15462655
3819,46.62750304
3820,56.77922772
3821,81.47935842
3822,115.69900476
3823,176.94971496
3824,163.68862531
3825,137.64125921
3826,68.99910357
3827,58.81717394
3828,56.78458752
3829,53.20503715
3830,52.2624078
3831,51.03099422
3832,55.41782716
3833,65.47552825
3834,69.56168569
3835,69.52876892
3836,53.82964559
3837,50.1690254
3838,41.09801231
3839,47.01960758
3840,54.9796363
3841,65.28148862
3842,61.3239143
3843,51.94919189
3844,60.03887128
3845,57.4539897
3846,57.92650983
3847,55.43881849
3848,58.03164805
3849,58.00476905
3850,60.18650878
3851,58.58355398
3852,50.0480856
3853,62.9543014
3854,70.34449826
3855,76.05101859
3856,74.87600369
3857,78.34223674
3858,93.59090252
3859,89.68525337
3860,111.18162635
3861,126.92433687
3862,138.1361779
3863,259.27353261
3864,344.73295007
3865,321.88746025
3866,268.27781926
3867,263.30413997
3868,241.05338529
3869,190.30621419
3870,203.29855266
3871,275.80969789
3872,321.67191207
3873,303.48525707
3874,358.78322744
3875,628.2166534
3876,915.93512423
3877,2217.67646288
3878,99.73064285
3879,71.96625518
3880,47.69480106
3881,39.82206284
3882,35.53546162
3883,32.52962422
3884,29.89194726
3885,9.25420257
3886,10.48988511
3887,11.42862019
3888,17.92084697
3889,28.05216028
3890,51.5862243
3891,45.13067871
3892,44.80129787
3893,53.84886892
3894,57.67832406
3895,54.37066454
3896,53.5430748
3897,59.81409586
3898,53.80917015
3899,64.71190069
3900,55.39721899
3901,42.39094993
3902,42.54462644
3903,40.78668652
3904,24.95841787
3905,14.9097286
3906,12.3763254
3907,13.95772391
3908,16.81665529
3909,15.82354309
3910,28.1485967
3911,41.98688311
3912,73.76392258
3913,59.581336
3914,31.0452998
3915,27.05975765
3916,26.92285333
3917,28.46723196
3918,31.16948118
3919,41.77341857
3920,51.72051388
3921,64.93184022
3922,61.07584397
3923,62.01402014
3924,72.97414073
3925,39.23172167
3926,28.9410939
3927,17.49233098
3928,11.94809971
3929,11.28063715
3930,11.79560917
3931,15.97013197
3932,15.96249709
3933,31.02299748
3934,52.32722186
3935,56.08409943
3936,44.31061011
3937,36.41330105
3938,35.47515425
3939,43.48071635
3940,51.66164537
3941,61.68883759
3942,73.75147309
3943,80.48964782
3944,98.06508767
3945,88.17789206
3946,69.69532308
3947,68.68539039
3948,59.53875624
3949,57.1013925
3950,51.52300955
3951,47.79796077
3952,46.21480336
3953,45.48168892
3954,48.0991558
3955,53.350189
3956,60.58234872
3957,57.57287741
3958,48.44274047
3959,46.67564997
3960,44.7246315
3961,43.95585284
3962,53.55101798
3963,55.45632676
3964,75.4984605
3965,111.63433654
3966,128.69336486
3967,110.30834608
3968,100.9824747
3969,84.77599651
3970,66.79858195
3971,63.70159831
3972,55.41962739
3973,43.17359083
3974,37.55011943
3975,42.07012392
3976,36.67706073
3977,45.78570328
3978,73.69529764
3979,75.25328854
3980,60.13902633
3981,69.25217307
3982,77.45626256
3983,40.99883314
3984,34.57066357
3985,54.47420782
3986,53.30746826
3987,65.66570158
3988,39.95855215
3989,32.68452408
3990,29.39945588
3991,25.9781897
3992,25.33173436
3993,21.58116162
3994,17.66007399
3995,13.54153423
3996,12.69228078
3997,12.460927
3998,12.35140072
3999,12.91898452
4000,18.32836556
4001,26.05530705
4002,34.82738175
4003,40.09337169
4004,37.93045201
4005,35.14843479
4006,36.66515679
4007,36.2008903
4008,40.55393943
4009,33.68777258
4010,30.67983043
4011,32.30320765
4012,45.81139949
4013,45.71470842
4014,39.14207994
4015,54.69783162
4016,47.05365251
4017,40.84556459
4018,42.13657896
4019,35.27584078
4020,33.62924515
4021,28.07561499
4022,33.69150379
4023,50.18298461
4024,58.88638927
4025,62.72925368
4026,28.48443949
4027,21.36626047
4028,23.38272055
4029,21.88161573
4030,22.5749059
4031,23.43192986
4032,22.32202027
4033,28.22282782
4034,47.98666513
4035,75.37439949
4036,81.95151121
4037,99.50538569
4038,97.05316201
4039,74.46105002
4040,50.49826948
4041,39.65601235
4042,36.04686495
4043,38.39319915
4044,33.73868947
4045,38.58103395
4046,49.93626108
4047,58.72095832
4048,78.6273711
4049,86.36724968
4050,82.75152534
4051,41.54793952
4052,36.69277431
4053,40.95111186
4054,36.95376191
4055,37.19511803
4056,54.22702763
4057,63.10819596
4058,53.65516844
4059,46.30616693
4060,39.84988737
4061,37.62434481
4062,38.33250418
4063,23.6015121
4064,12.21347529
4065,15.46576223
4066,15.50863272
4067,15.23331315
4068,19.5412038
4069,29.4962181
4070,51.22403568
4071,57.05020506
4072,48.02026657
4073,41.16081991
4074,38.32342977
4075,35.39835893
4076,30.80374983
4077,45.59587631
4078,47.35019726
4079,36.58426698
4080,41.90847093
4081,36.41441179
4082,30.13497949
4083,52.57953804
4084,58.06891821
4085,48.89128
4086,52.39108852
4087,30.98860241
4088,20.54046661
4089,19.08212112
4090,21.29485532
4091,21.3859505
4092,21.02542692
4093,31.66500061
4094,51.5372067
4095,50.00738386
4096,44.26919174
4097,29.72758449
4098,27.34778862
4099,21.25341835
4100,20.74947261
4101,22.03213223
4102,20.27641441
4103,19.6762371
4104,22.87702778
4105,14.14644442
4106,18.35184807
4107,26.23300751
4108,30.67037792
4109,26.78648453
4110,26.9699537
4111,35.30800654
4112,40.31750072
4113,35.2534141
4114,41.1257122
4115,26.43098073
4116,34.98369138
4117,53.32035227
4118,63.32460084
4119,65.29621513
4120,75.15359423
4121,67.39002312
4122,64.14574745
4123,53.10089126
4124,52.15924702
4125,51.33929433
4126,48.09749284
4127,47.16166687
4128,49.56415148
4129,56.37394932
4130,55.99094531
4131,51.31830748
4132,43.08592413
4133,40.70435591
4134,45.57562011
4135,34.03703502
4136,19.69269584
4137,17.53560429
4138,20.19885916
4139,21.11528039
4140,21.50019798
4141,28.36001793
4142,27.02839291
4143,25.83608694
4144,28.94211619
4145,38.75782279
4146,43.67598909
4147,40.86014612
4148,25.32794799
4149,25.8074561
4150,40.67568
4151,49.29974413
4152,51.25055134
4153,58.01003147
4154,48.7931398
4155,19.32049029
4156,18.97300739
4157,19.81919893
4158,16.80742907
4159,23.10579661
4160,19.78908859
4161,19.07872056
4162,20.07336569
4163,31.37430668
4164,58.72795009
4165,69.36950649
4166,75.19704195
4167,77.43548565
4168,37.59999475
4169,38.85742995
4170,44.97412621
4171,39.99950929
4172,27.31638156
4173,28.8156605
4174,33.09840929
4175,40.74799977
4176,50.83235103
4177,45.1854103
4178,35.26314154
4179,36.70251005
4180,42.10416929
4181,39.33617207
4182,42.65208702
4183,52.4796636
4184,53.18538905
4185,52.42884409
4186,51.4616344
4187,49.29795616
4188,43.90620555
4189,34.76002565
4190,28.50493546
4191,21.68981171
4192,17.89996584
4193,17.02435442
4194,18.63085752
4195,17.45631726
4196,20.33121411
4197,23.3983906
4198,32.48220432
4199,42.81657607
4200,22.08515893
4201,20.68983647
4202,22.27980406
4203,30.21079765
4204,48.66551218
4205,90.26802646
4206,106.00585353
4207,115.57987932
4208,116.25240714
4209,115.41641199
4210,89.91527595
4211,105.13889759
4212,111.05640532
4213,114.80200515
4214,83.88403508
4215,73.83847865
4216,55.72269849
4217,45.80944083
4218,33.74579782
4219,24.27657165
4220,21.35234389
4221,19.5733827
4222,22.77630856
4223,37.19381511
4224,69.03561691
4225,92.84343502
4226,103.86999738
4227,91.57176236
4228,47.48068756
4229,49.84436627
4230,58.68838011
4231,57.43385171
4232,45.57610114
4233,43.40709188
4234,37.85876688
4235,39.45742426
4236,41.16577727
4237,27.74341767
4238,20.52902174
4239,17.58956397
4240,16.0074753
4241,23.89962112
4242,22.5445624
4243,34.74291463
4244,49.63280496
4245,45.41538779
4246,53.63379166
4247,51.15244145
4248,56.32655431
4249,55.16329253
4250,59.57721318
4251,52.83461949
4252,54.71555933
4253,75.06495377
4254,77.3600596
4255,66.93968191
4256,59.10908789
4257,58.86223389
4258,51.46983541
4259,30.66151782
4260,23.88182405
4261,17.76927082
4262,27.07900011
4263,27.48346339
4264,27.9119803
4265,35.22278086
4266,47.58931576
4267,45.10950047
4268,39.40583452
4269,33.56206016
4270,37.02297896
4271,40.62560196
4272,33.19257006
4273,30.32512978
4274,31.58254536
4275,39.61207787
4276,44.73805856
4277,61.6081503
4278,66.95529549
4279,73.20408517
4280,58.63862114
4281,47.98186938
4282,42.4589323
4283,33.45214782
4284,40.57616883
4285,33.54894134
4286,26.18372618
4287,25.7891228
4288,42.29037587
4289,44.5918573
4290,33.44279983
4291,28.70399535
4292,31.30545677
4293,19.88913436
4294,20.39756878
4295,19.74600285
4296,19.45141605
4297,21.79938796
4298,21.4748126
4299,31.54825363
4300,49.80505228
4301,69.48897748
4302,52.98915821
4303,33.88311308
4304,20.97137636
4305,20.58364541
4306,29.13023137
4307,40.14750211
4308,37.21128761
4309,55.30432234
4310,44.61255994
4311,65.50563709
4312,70.5726907
4313,58.51494486
4314,70.00654362
4315,68.02600425
4316,53.8375705
4317,41.10136382
4318,48.74406315
4319,53.65721391
4320,62.93077603
4321,53.54065409
4322,44.56464747
4323,44.52488126
4324,50.96156907
4325,68.92299072
4326,68.26353417
4327,77.32650086
4328,72.38387553
4329,60.71498335
4330,44.17429943
4331,27.61466449
4332,31.67855664
4333,24.5873473
4334,25.63001107
4335,39.5039036
4336,55.78031481
4337,60.04058155
4338,82.51182483
4339,63.43948837
4340,45.59365234
4341,41.96523379
4342,34.176402
4343,45.02601835
4344,45.13236027
4345,47.80792801
4346,44.09225966
4347,47.35857354
4348,53.60275349
4349,69.37554408
4350,65.02720134
4351,53.09731394
4352,57.27740736
4353,67.843775
4354,45.16385001
4355,27.99754566
4356,25.23778616
4357,26.02243223
4358,30.46516565
4359,26.18169887
4360,32.95787752
4361,39.60865955
4362,37.52788707
4363,39.05339556
4364,36.92647882
4365,40.58618515
4366,29.76339641
4367,30.57263099
4368,33.67628464
4369,36.2766382
4370,34.78896736
4371,36.03052787
4372,127.61271511
4373,111.18710178
4374,102.50182602
4375,88.47774458
4376,78.10615476
4377,55.29415096
4378,45.40598179
4379,49.17357407
4380,46.87970379
4381,49.11626382
4382,48.86040633
4383,28.20079296
4384,29.6489922
4385,34.94508389
4386,30.63872862
4387,42.15268875
4388,36.80785739
4389,28.99000229
4390,20.717247
4391,18.13254748
4392,16.68613649
4393,17.00887706
4394,18.72007887
4395,27.0746951
4396,42.80716878
4397,52.86113106
4398,47.44037361
4399,39.7486381
4400,33.91096274
4401,40.49366134
4402,41.6629433
4403,35.98034039
4404,38.80038787
4405,65.63716145
4406,47.52721169
4407,31.9395353
4408,25.52552301
4409,27.40379636
4410,27.46697567
4411,42.40975556
4412,53.90921762
4413,64.31373361
4414,62.56334893
4415,49.63875162
4416,37.13662201
4417,34.86655129
4418,36.47301635
4419,32.24510252
4420,30.98886002
4421,44.17365827
4422,42.60193116
4423,44.56638476
4424,36.88735116
4425,91.08812979
4426,97.51797032
4427,71.44481437
4428,50.28423343
4429,46.5068991
4430,54.63515461
4431,60.20461182
4432,59.23762204
4433,66.19810575
4434,70.93705913
4435,84.54618893
4436,83.60080363
4437,80.52348235
4438,72.92030189
4439,58.09040923
4440,48.12745155
4441,48.01637235
4442,45.02341269
4443,41.30730493
4444,46.96838638
4445,54.31537186
4446,65.98686148
4447,64.21799575
4448,93.75861167
4449,106.76971147
4450,105.15067774
4451,30.80120872
4452,30.73431635
4453,36.54198247
4454,43.83381896
4455,32.52530315
4456,25.36911221
4457,30.31942523
4458,30.97697179
4459,30.51551587
4460,23.6409947
4461,23.87173394
4462,32.91760626
4463,43.8239911
4464,61.24865353
4465,75.22050284
4466,70.42101896
4467,71.79278016
4468,61.70971949
4469,54.82573697
4470,59.21377446
4471,74.69449208
4472,51.37035849
4473,50.21449677
4474,48.11918553
4475,34.83572256
4476,30.89027999
4477,29.61950795
4478,34.03700877
4479,35.43801311
4480,23.40371244
4481,17.96310329
4482,24.04625848
4483,23.41246762
4484,34.6549405
4485,43.55546188
4486,53.19761539
4487,55.48994288
4488,67.90247545
4489,24.97087092
4490,26.81357943
4491,34.40553722
4492,38.03863047
4493,52.17485092
4494,48.2082107
4495,28.04096151
4496,23.37245448
4497,18.71826212
4498,17.57460702
4499,14.39493092
4500,14.45965663
4501,20.19844468
4502,28.84128274
4503,30.65987966
4504,27.52142576
4505,30.73396167
4506,26.68855635
4507,30.90322731
4508,21.79034903
4509,31.68827398
4510,41.30243292
4511,55.72134369
4512,69.22134041
4513,54.85006752
4514,43.69425697
4515,26.78545798
4516,26.74372833
4517,25.26718167
4518,27.90990052
4519,30.18362025
4520,31.0770748
4521,38.77910492
4522,35.891385
4523,31.94274249
4524,46.01466935
4525,61.98463334
4526,55.56349228
4527,32.98040309
4528,22.8915426
4529,16.12607888
4530,13.79254648
4531,13.28571707
4532,13.46177413
4533,32.92323048
4534,42.74055719
4535,46.00809988
4536,39.38781969
4537,36.22856234
4538,34.52387163
4539,30.74227871
4540,26.98184701
4541,23.64259339
4542,27.7855586
4543,26.26451103
4544,30.24729374
4545,32.62657963
4546,48.20965853
4547,46.12896383
4548,30.32303798
4549,29.24858376
4550,23.99255471
4551,17.25688497
4552,12.96231219
4553,12.70223977
4554,10.95836399
4555,13.02803459
4556,13.83396141
4557,33.63076179
