num__temp_C,num__dewpoint_C,num__slp_hPa,num__wind_dir_deg,num__precip_mm,cat__sky_cover_0,cat__sky_cover_0 -,cat__sky_cover_1,cat__sky_cover_1 -,cat__sky_cover_5
1.1356273608318603,1.9236897253720129,-0.06938284541408965,-1.1176786626876656,0.3625384203597821,0.0,0.0,0.0,1.0,0.0
1.2652666991035317,0.6821994516301036,-0.5848548161956094,-0.25094102480220504,0.3625384203597821,0.0,1.0,0.0,0.0,0.0
1.1788404735890843,0.668704992132909,-0.5204208198479194,-0.15463684281493165,0.3625384203597821,0.0,1.0,0.0,0.0,0.0
1.0816109698853307,0.749671749116077,-0.5333076191174575,-0.5398535707640253,0.3625384203597821,0.0,1.0,0.0,0.0,0.0
1.0600044135067188,0.7766606681104663,-0.5719680169260715,-0.4435493887767518,0.3625384203597821,0.0,1.0,0.0,0.0,0.0
0.9303650752350475,0.8846163440880237,-0.5977416154651475,-1.1176786626876656,0.3625384203597821,0.0,1.0,0.0,0.0,0.0
0.8007257369633762,0.8981108035852183,-0.5977416154651475,-0.8287661167258454,0.3625384203597821,0.0,1.0,0.0,0.0,0.0
0.8223322933419881,0.9250997225796076,-0.5461944183869955,-1.3102870266622124,-1.9054019357923253,0.0,0.0,0.0,0.0,0.0
1.556955210214792,0.7226828301216877,-0.31423203153531154,-1.3102870266622124,-2.3589900070227467,1.0,0.0,0.0,0.0,0.0
1.4165125937538148,0.6417160731385197,-0.23691123591808358,-1.5028953906367593,-2.3589900070227467,1.0,0.0,0.0,0.0,0.0
1.2004470299676961,0.5742437756525464,-0.1853640388399316,-1.7918079365985795,0.3625384203597821,0.0,1.0,0.0,0.0,0.0
1.0059880225601892,0.830638506099245,-0.1724772395703936,0.8084049770578025,0.3625384203597821,0.0,1.0,0.0,0.0,0.0
0.8979552406671297,0.8171440466020503,-0.13381684176177963,0.8084049770578025,0.3625384203597821,0.0,1.0,0.0,0.0,0.0
0.6278732859344812,0.7766606681104663,-0.09515644395316564,0.8084049770578025,0.3625384203597821,0.0,1.0,0.0,0.0,0.0
0.4442175567162802,0.7766606681104663,-0.06938284541408965,-0.732461934738572,0.3625384203597821,0.0,1.0,0.0,0.0,0.0
0.5738568949879516,0.8441329655964397,-0.05649604614455165,0.6157966130832556,0.3625384203597821,0.0,1.0,0.0,0.0,0.0
0.7142995114489288,0.790155127607661,-0.043609246875013656,0.712100795070529,0.3625384203597821,0.0,1.0,0.0,0.0,0.0
0.5738568949879516,0.8576274250936343,-0.004948849066399667,1.0973175230196226,0.3625384203597821,0.0,1.0,0.0,0.0,0.0
0.7683159023954584,0.992572020065581,0.16257954143759426,0.712100795070529,0.3625384203597821,0.0,1.0,0.0,0.0,0.0
1.027594578938801,0.9385941820768023,0.17546634070713227,0.6157966130832556,0.3625384203597821,0.0,1.0,0.0,0.0,0.0
1.5353486538361802,0.790155127607661,0.20123993924620825,0.4231882491087088,0.3625384203597821,0.0,1.0,0.0,0.0,0.0
1.8702502777046643,0.8036495871048557,0.20123993924620825,0.5194924310959822,-2.3589900070227467,1.0,0.0,0.0,0.0,0.0
2.1727420670052306,0.7361772896188824,0.14969274216805628,-0.8287661167258454,-2.3589900070227467,1.0,0.0,0.0,0.0,0.0
2.28077484889829,0.41231026168621043,0.1239191436289803,-0.8287661167258454,-1.9054019357923253,1.0,0.0,0.0,0.0,0.0
2.4212174653592675,0.3448379642002371,0.0723719465508283,-1.5028953906367593,-1.9054019357923253,1.0,0.0,0.0,0.0,0.0
2.475233856305797,0.39881580218901574,0.020824749472676325,-1.5991995726240327,-1.9054019357923253,1.0,0.0,0.0,0.0,0.0
2.496840412684409,0.3448379642002371,0.007937950203138328,-1.4065912086494858,-1.9054019357923253,1.0,0.0,0.0,0.0,0.0
2.378004352602044,0.41231026168621043,-0.03072244760547566,-1.4065912086494858,-2.3589900070227467,1.0,0.0,0.0,0.0,0.0
2.1943486233838425,0.5337603971609624,0.007937950203138328,-1.3102870266622124,-1.9054019357923253,1.0,0.0,0.0,0.0,0.0
1.751414217622299,0.41231026168621043,0.05948514728129031,-1.5991995726240327,-1.9054019357923253,1.0,0.0,0.0,0.0,0.0
1.211250308157002,0.5742437756525464,0.1239191436289803,-1.7918079365985795,-1.9054019357923253,1.0,0.0,0.0,0.0,0.0
1.2004470299676961,0.5472548566581571,0.16257954143759426,1.3862300689814429,-1.9054019357923253,1.0,0.0,0.0,0.0,0.0
0.9411683534243535,0.6417160731385197,0.18835313997667028,-0.9250702987131189,-2.3589900070227467,1.0,0.0,0.0,0.0,0.0
0.854742127909906,0.6821994516301036,0.21412673851574626,-1.0213744807003922,-2.3589900070227467,0.0,0.0,1.0,0.0,0.0
0.8007257369633762,0.8981108035852183,0.23990033705482225,-1.5028953906367593,-2.3589900070227467,0.0,0.0,0.0,0.0,1.0
0.660283120502399,0.871121884590829,0.25278713632436023,-1.5991995726240327,0.3625384203597821,0.0,0.0,0.0,1.0,0.0
0.6710863986917049,0.911605263082413,0.26567393559389824,0.712100795070529,0.3625384203597821,0.0,1.0,0.0,0.0,0.0
0.6818896768810109,1.0330553985571649,0.26567393559389824,0.8084049770578025,0.3625384203597821,0.0,1.0,0.0,0.0,0.0
0.6818896768810109,0.871121884590829,0.27856073486343624,0.712100795070529,0.3625384203597821,0.0,1.0,0.0,0.0,0.0
0.7251027896382347,0.8036495871048557,0.3172211326720502,0.6157966130832556,-2.3589900070227467,1.0,0.0,0.0,0.0,0.0
0.8439388497206001,0.8576274250936343,0.3687683297502022,0.5194924310959822,-1.4518138645619039,1.0,0.0,0.0,0.0,0.0
1.0924142480746366,0.952088641573997,0.3945419282892782,0.5194924310959822,-1.9054019357923253,1.0,0.0,0.0,0.0,0.0
1.4489224283217328,0.9655831010711916,0.4074287275588162,0.4231882491087088,-1.9054019357923253,1.0,0.0,0.0,0.0,0.0
1.7946273303795228,1.1005276960431383,0.3429947312111262,0.23057988513416197,-1.9054019357923253,1.0,0.0,0.0,0.0,0.0
2.086315841490783,1.1005276960431383,0.3172211326720502,0.6157966130832556,-1.9054019357923253,1.0,0.0,0.0,0.0,0.0
2.28077484889829,1.0060664795627756,0.26567393559389824,-1.888112118585853,-2.3589900070227467,1.0,0.0,0.0,0.0,0.0
2.4212174653592675,1.0465498580543595,0.20123993924620825,-1.695503754611306,-1.9054019357923253,1.0,0.0,0.0,0.0,0.0
2.3563977962234315,1.0465498580543595,0.13680594289851827,-1.1176786626876656,-0.5446377221010609,1.0,0.0,0.0,0.0,0.0
2.507643690873715,0.7631662086132717,0.0723719465508283,-1.3102870266622124,-0.5446377221010609,1.0,0.0,0.0,0.0,0.0
2.5832666381988565,0.8846163440880237,0.007937950203138328,-1.5028953906367593,-0.5446377221010609,1.0,0.0,0.0,0.0,0.0
2.5832666381988565,0.8171440466020503,-0.043609246875013656,-1.5028953906367593,-0.09104965087063939,1.0,0.0,0.0,0.0,0.0
2.107922397869395,0.911605263082413,-0.05649604614455165,-1.5028953906367593,-0.5446377221010609,1.0,0.0,0.0,0.0,0.0
1.9782830595977239,0.7631662086132717,-0.004948849066399667,-1.695503754611306,-1.4518138645619039,1.0,0.0,0.0,0.0,0.0
1.7298076612436872,0.668704992132909,0.05948514728129031,-1.7918079365985795,-2.3589900070227467,1.0,0.0,0.0,0.0,0.0
1.4165125937538148,0.6956939111272984,0.09814554508990429,-1.5028953906367593,0.3625384203597821,0.0,1.0,0.0,0.0,0.0
1.2868732554821436,0.749671749116077,0.1239191436289803,0.712100795070529,0.3625384203597821,0.0,1.0,0.0,0.0,0.0
0.9519716316136594,0.7631662086132717,0.13680594289851827,0.712100795070529,0.3625384203597821,0.0,0.0,0.0,1.0,0.0
0.8331355715312941,0.911605263082413,0.17546634070713227,0.9047091590450758,0.3625384203597821,0.0,1.0,0.0,0.0,0.0
0.6170700077451753,0.7631662086132717,0.20123993924620825,0.712100795070529,0.3625384203597821,0.0,1.0,0.0,0.0,0.0
0.8115290151526822,0.8441329655964397,0.17546634070713227,0.8084049770578025,0.3625384203597821,0.0,1.0,0.0,0.0,0.0
0.7575126242061525,0.8981108035852183,0.21412673851574626,0.712100795070529,0.3625384203597821,0.0,1.0,0.0,0.0,0.0
0.7899224587740703,0.8846163440880237,0.23990033705482225,0.6157966130832556,0.3625384203597821,0.0,1.0,0.0,0.0,0.0
0.9303650752350475,0.9385941820768023,0.27856073486343624,0.5194924310959822,0.3625384203597821,0.0,1.0,0.0,0.0,0.0
1.2004470299676961,1.0195609390599703,0.29144753413297425,0.5194924310959822,0.3625384203597821,0.0,1.0,0.0,0.0,0.0
1.5245453756468743,1.2084833720206956,0.26567393559389824,0.6157966130832556,-2.3589900070227467,1.0,0.0,0.0,0.0,0.0
1.8486437213260525,1.356922426489837,0.20123993924620825,-1.888112118585853,-1.9054019357923253,1.0,0.0,0.0,0.0,0.0
2.151135510626619,1.3029445885010582,0.09814554508990429,-1.5028953906367593,-1.4518138645619039,1.0,0.0,0.0,0.0,0.0
2.0755125633014773,1.3704168859870316,0.04659834801175231,-1.695503754611306,-0.9982257933314824,1.0,0.0,0.0,0.0,0.0
2.3239879616555137,1.2219778315178902,-0.004948849066399667,-1.5991995726240327,-0.5446377221010609,1.0,0.0,0.0,0.0,0.0
2.2159551797624544,1.3164390479982528,-0.06938284541408965,-1.695503754611306,-0.5446377221010609,1.0,0.0,0.0,0.0,0.0
2.486037134495103,1.2084833720206956,-0.1724772395703936,-1.5991995726240327,-0.09104965087063939,1.0,0.0,0.0,0.0,0.0
2.302381405276902,1.2354722910150848,-0.23691123591808358,-1.5991995726240327,-0.5446377221010609,1.0,0.0,0.0,0.0,0.0
2.302381405276902,1.1410110745347222,-0.2755716337266976,-1.5991995726240327,-0.5446377221010609,1.0,0.0,0.0,0.0,0.0
